company_name,industry,customer_country,customer_city,segment,contract_type,driver_name,license_type,experience_years,driver_rating,driver_country,plate_number,vehicle_type,capacity_kg,manufacture_year,mileage_km,origin_city,destination_city,distance_km,region,route_type,weight_kg,cost_usd,fuel_consumed_liters,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weather_condition,temperature_celsius,wind_speed_kmh,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,date
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Yusuf Al-Amin,C,4,4.0,UAE,TRK-001,Truck,20000,2018,150000,Dubai,Cairo,2721,Middle East,Road,11194.84,4540.84,935.27,34.01,34.13,7,True,delayed,Rain,14.8,92.8,2026-04-06T13:00:00.920401,2026-04-06T13:01:00.920401,2026-04-07T23:00:36.920401,2026-04-07T23:07:36.920401,2026-04-06
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Sara Ali,B,3,3.8,Egypt,VAN-002,Van,3500,2021,45000,Amsterdam,Brussels,179,Europe,Road,3140.15,397.28,77.52,2.24,2.92,41,True,delayed,Snow,39.2,21.0,2026-04-08T08:00:00.920646,2026-04-08T07:56:00.920646,2026-04-08T10:14:24.920646,2026-04-08T10:55:24.920646,2026-04-08
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Marie Dupont,C,5,4.2,France,VAN-002,Van,3500,2021,45000,Berlin,Warsaw,845,Europe,Road,1530.23,1689.94,372.08,10.56,12.53,118,True,delayed,Clear,35.7,6.1,2026-04-10T09:00:00.920889,2026-04-10T09:06:00.920889,2026-04-10T19:33:36.920889,2026-04-10T21:31:36.920889,2026-04-10
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Juan Garcia,CE,7,4.5,Spain,TRK-005,Truck,18000,2019,120000,Istanbul,Vienna,1611,Europe,Road,14355.5,3512.38,694.66,20.14,20.51,22,False,on_time,Rain,19.2,91.8,2026-04-06T06:00:00.921121,2026-04-06T06:11:00.921121,2026-04-07T02:08:24.921121,2026-04-07T02:30:24.921121,2026-04-06
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Pierre Martin,CE,15,4.8,France,TRK-007,Truck,22000,2016,210000,Istanbul,Vienna,1611,Europe,Road,6745.91,2962.55,580.23,20.14,21.04,54,True,delayed,Clear,10.3,2.5,2026-04-10T11:00:00.921461,2026-04-10T11:16:00.921461,2026-04-11T07:08:24.921461,2026-04-11T08:02:24.921461,2026-04-10
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Klaus Weber,CE,12,4.9,Germany,VAN-002,Van,3500,2021,45000,Paris,Berlin,1292,Europe,Road,1701.46,2875.88,385.61,16.15,16.0,-9,False,on_time,Cloudy,-7.0,56.5,2026-04-10T07:00:00.921667,2026-04-10T07:08:00.921667,2026-04-10T23:09:00.921667,2026-04-10T23:00:00.921667,2026-04-10
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Amina Benali,C,2,3.5,Morocco,TRK-005,Truck,18000,2019,120000,Casablanca,Tunis,2003,Africa,Road,2992.17,3639.62,851.94,25.04,24.92,-7,False,on_time,Cloudy,-1.8,30.0,2026-04-10T10:00:00.922062,2026-04-10T10:15:00.922062,2026-04-11T11:02:24.922062,2026-04-11T10:55:24.922062,2026-04-10
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Yusuf Al-Amin,C,4,4.0,UAE,VAN-004,Van,3000,2022,20000,Dubai,Cairo,2721,Middle East,Road,280.53,6285.61,771.85,34.01,34.26,15,False,on_time,Storm,35.3,40.5,2026-04-11T12:00:00.922526,2026-04-11T12:16:00.922526,2026-04-12T22:00:36.922526,2026-04-12T22:15:36.922526,2026-04-11
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Juan Garcia,CE,7,4.5,Spain,MCY-006,Motorcycle,500,2023,8000,Dubai,Cairo,2721,Middle East,Road,237.37,5830.12,748.36,34.01,34.38,22,False,on_time,Clear,11.9,54.1,2026-04-07T08:00:00.922916,2026-04-07T07:58:00.922916,2026-04-08T18:00:36.922916,2026-04-08T18:22:36.922916,2026-04-07
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Yusuf Al-Amin,C,4,4.0,UAE,MCY-006,Motorcycle,500,2023,8000,Dubai,Cairo,2721,Middle East,Road,206.13,4628.7,737.77,34.01,34.28,16,False,on_time,Clear,5.2,33.6,2026-04-10T11:00:00.923462,2026-04-10T10:57:00.923462,2026-04-11T21:00:36.923462,2026-04-11T21:16:36.923462,2026-04-10
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Sara Ali,B,3,3.8,Egypt,VAN-004,Van,3000,2022,20000,London,Paris,402,Europe,Road,1200.43,619.76,138.79,5.03,5.38,21,False,on_time,Rain,8.0,41.3,2026-04-11T07:00:00.924011,2026-04-11T07:00:00.924011,2026-04-11T12:01:48.924011,2026-04-11T12:22:48.924011,2026-04-11
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Ahmed Hassan,CE,8,4.7,Morocco,VAN-004,Van,3000,2022,20000,Rome,Vienna,821,Europe,Road,497.62,1925.71,310.11,10.26,10.48,13,True,delayed,Clear,2.2,62.5,2026-04-10T08:00:00.924564,2026-04-10T08:04:00.924564,2026-04-10T18:15:36.924564,2026-04-10T18:28:36.924564,2026-04-10
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,VAN-002,Van,3500,2021,45000,Amsterdam,Brussels,179,Europe,Road,1985.49,310.04,77.18,2.24,2.07,-10,False,on_time,Cloudy,6.9,30.6,2026-04-10T11:00:00.925064,2026-04-10T11:10:00.925064,2026-04-10T13:14:24.925064,2026-04-10T13:04:24.925064,2026-04-10
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Klaus Weber,CE,12,4.9,Germany,TRK-007,Truck,22000,2016,210000,Amsterdam,Brussels,179,Europe,Road,9839.32,311.96,63.34,2.24,4.42,131,True,delayed,Rain,37.2,43.3,2026-04-07T06:00:00.925552,2026-04-07T05:59:00.925552,2026-04-07T08:14:24.925552,2026-04-07T10:25:24.925552,2026-04-07
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Pierre Martin,CE,15,4.8,France,VAN-004,Van,3000,2022,20000,Rome,Vienna,821,Europe,Road,124.53,2027.39,342.52,10.26,10.43,10,False,on_time,Cloudy,8.7,40.6,2026-04-08T06:00:00.926131,2026-04-08T06:08:00.926131,2026-04-08T16:15:36.926131,2026-04-08T16:25:36.926131,2026-04-08
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Marie Dupont,C,5,4.2,France,TRK-003,Truck,25000,2015,280000,Dubai,Cairo,2721,Middle East,Road,7840.59,5651.89,1217.29,34.01,34.06,3,False,on_time,Clear,-7.6,48.2,2026-04-07T13:00:00.926500,2026-04-07T12:56:00.926500,2026-04-08T23:00:36.926500,2026-04-08T23:03:36.926500,2026-04-07
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,MCY-006,Motorcycle,500,2023,8000,Cairo,Dubai,2721,Middle East,Road,149.22,4588.48,902.86,34.01,34.96,57,True,delayed,Storm,0.1,96.9,2026-04-11T07:00:00.927029,2026-04-11T07:15:00.927029,2026-04-12T17:00:36.927029,2026-04-12T17:57:36.927029,2026-04-11
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Yusuf Al-Amin,C,4,4.0,UAE,TRK-001,Truck,20000,2018,150000,Rome,Vienna,821,Europe,Road,14966.11,1647.85,206.8,10.26,10.59,20,False,on_time,Cloudy,13.7,94.8,2026-04-06T07:00:00.927605,2026-04-06T06:57:00.927605,2026-04-06T17:15:36.927605,2026-04-06T17:35:36.927605,2026-04-06
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Klaus Weber,CE,12,4.9,Germany,TRK-001,Truck,20000,2018,150000,Paris,Berlin,1292,Europe,Road,9563.58,2854.85,523.59,16.15,16.58,26,False,on_time,Clear,-1.2,33.6,2026-04-06T08:00:00.928088,2026-04-06T08:05:00.928088,2026-04-07T00:09:00.928088,2026-04-07T00:35:00.928088,2026-04-06
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Pierre Martin,CE,15,4.8,France,TRK-007,Truck,22000,2016,210000,Amsterdam,Brussels,179,Europe,Road,16664.05,276.9,76.47,2.24,2.57,20,False,on_time,Cloudy,0.9,58.6,2026-04-07T11:00:00.928655,2026-04-07T11:08:00.928655,2026-04-07T13:14:24.928655,2026-04-07T13:34:24.928655,2026-04-07
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Ahmed Hassan,CE,8,4.7,Morocco,TRK-007,Truck,22000,2016,210000,Paris,Berlin,1292,Europe,Road,7419.83,2833.47,349.11,16.15,16.62,28,False,on_time,Clear,20.0,50.9,2026-04-11T13:00:00.929221,2026-04-11T13:06:00.929221,2026-04-12T05:09:00.929221,2026-04-12T05:37:00.929221,2026-04-11
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Yusuf Al-Amin,C,4,4.0,UAE,MCY-006,Motorcycle,500,2023,8000,London,Paris,402,Europe,Road,280.46,959.33,115.96,5.03,4.91,-7,False,on_time,Clear,-1.3,3.0,2026-04-10T12:00:00.929779,2026-04-10T12:16:00.929779,2026-04-10T17:01:48.929779,2026-04-10T16:54:48.929779,2026-04-10
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,VAN-008,Van,4000,2020,80000,Berlin,Warsaw,845,Europe,Road,2865.96,1665.75,316.04,10.56,10.84,17,False,on_time,Cloudy,34.0,55.2,2026-04-11T09:00:00.930337,2026-04-11T09:08:00.930337,2026-04-11T19:33:36.930337,2026-04-11T19:50:36.930337,2026-04-11
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Pierre Martin,CE,15,4.8,France,TRK-007,Truck,22000,2016,210000,Cairo,Dubai,2721,Middle East,Road,16395.55,4861.4,769.32,34.01,34.19,11,False,on_time,Clear,-3.8,31.6,2026-04-06T11:00:00.930899,2026-04-06T10:57:00.930899,2026-04-07T21:00:36.930899,2026-04-07T21:11:36.930899,2026-04-06
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,VAN-002,Van,3500,2021,45000,Cairo,Dubai,2721,Middle East,Road,860.79,4860.65,1105.9,34.01,34.34,20,False,on_time,Fog,-4.9,45.4,2026-04-11T08:00:00.931622,2026-04-11T08:03:00.931622,2026-04-12T18:00:36.931622,2026-04-12T18:20:36.931622,2026-04-11
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,VAN-002,Van,3500,2021,45000,Dubai,Cairo,2721,Middle East,Road,1989.97,4844.19,1141.85,34.01,34.34,20,False,on_time,Cloudy,14.6,31.4,2026-04-10T07:00:00.932086,2026-04-10T06:57:00.932086,2026-04-11T17:00:36.932086,2026-04-11T17:20:36.932086,2026-04-10
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Amina Benali,C,2,3.5,Morocco,TRK-001,Truck,20000,2018,150000,Amsterdam,Brussels,179,Europe,Road,11252.55,292.15,60.23,2.24,2.29,3,True,delayed,Rain,38.7,27.4,2026-04-06T09:00:00.932583,2026-04-06T09:09:00.932583,2026-04-06T11:14:24.932583,2026-04-06T11:17:24.932583,2026-04-06
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Amina Benali,C,2,3.5,Morocco,VAN-008,Van,4000,2020,80000,Istanbul,Vienna,1611,Europe,Road,1669.48,3061.03,639.89,20.14,22.94,168,True,delayed,Storm,24.1,90.7,2026-04-12T08:00:00.933023,2026-04-12T08:00:00.933023,2026-04-13T04:08:24.933023,2026-04-13T06:56:24.933023,2026-04-12
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Ahmed Hassan,CE,8,4.7,Morocco,TRK-005,Truck,18000,2019,120000,Amsterdam,Brussels,179,Europe,Road,530.6,405.39,72.92,2.24,3.72,89,True,delayed,Clear,4.6,55.1,2026-04-12T13:00:00.933470,2026-04-12T13:19:00.933470,2026-04-12T15:14:24.933470,2026-04-12T16:43:24.933470,2026-04-12
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,TRK-005,Truck,18000,2019,120000,Dubai,Cairo,2721,Middle East,Road,1805.35,3452.89,1179.68,34.01,33.98,-2,False,on_time,Cloudy,31.9,73.8,2026-04-10T07:00:00.933882,2026-04-10T07:11:00.933882,2026-04-11T17:00:36.933882,2026-04-11T16:58:36.933882,2026-04-10
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Marie Dupont,C,5,4.2,France,VAN-004,Van,3000,2022,20000,Istanbul,Vienna,1611,Europe,Road,1191.42,2577.06,435.15,20.14,20.42,17,False,on_time,Clear,27.3,99.7,2026-04-07T12:00:00.934349,2026-04-07T11:55:00.934349,2026-04-08T08:08:24.934349,2026-04-08T08:25:24.934349,2026-04-07
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Klaus Weber,CE,12,4.9,Germany,TRK-007,Truck,22000,2016,210000,Paris,Berlin,1292,Europe,Road,8424.17,1713.97,513.31,16.15,16.37,13,False,on_time,Rain,26.9,24.6,2026-04-06T07:00:00.934819,2026-04-06T07:18:00.934819,2026-04-06T23:09:00.934819,2026-04-06T23:22:00.934819,2026-04-06
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,TRK-003,Truck,25000,2015,280000,Amsterdam,Brussels,179,Europe,Road,7192.51,401.75,78.28,2.24,2.69,27,False,on_time,Cloudy,-2.9,57.6,2026-04-09T10:00:00.935370,2026-04-09T10:11:00.935370,2026-04-09T12:14:24.935370,2026-04-09T12:41:24.935370,2026-04-09
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,TRK-007,Truck,22000,2016,210000,Casablanca,Tunis,2003,Africa,Road,12784.56,3278.95,585.23,25.04,25.42,23,False,on_time,Storm,22.8,2.8,2026-04-09T08:00:00.935879,2026-04-09T08:04:00.935879,2026-04-10T09:02:24.935879,2026-04-10T09:25:24.935879,2026-04-09
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Sara Ali,B,3,3.8,Egypt,TRK-003,Truck,25000,2015,280000,Istanbul,Vienna,1611,Europe,Road,22036.66,2378.3,590.66,20.14,20.32,11,False,on_time,Clear,0.7,77.8,2026-04-08T13:00:00.936511,2026-04-08T13:02:00.936511,2026-04-09T09:08:24.936511,2026-04-09T09:19:24.936511,2026-04-08
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Juan Garcia,CE,7,4.5,Spain,TRK-007,Truck,22000,2016,210000,Paris,Berlin,1292,Europe,Road,7559.6,3142.87,534.98,16.15,16.07,-5,False,on_time,Clear,-0.8,47.6,2026-04-10T12:00:00.936987,2026-04-10T11:57:00.936987,2026-04-11T04:09:00.936987,2026-04-11T04:04:00.936987,2026-04-10
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Sara Ali,B,3,3.8,Egypt,VAN-002,Van,3500,2021,45000,Paris,Berlin,1292,Europe,Road,1037.04,3176.1,351.15,16.15,16.1,-3,False,on_time,Clear,-2.5,80.6,2026-04-08T10:00:00.937486,2026-04-08T10:17:00.937486,2026-04-09T02:09:00.937486,2026-04-09T02:06:00.937486,2026-04-08
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Juan Garcia,CE,7,4.5,Spain,VAN-002,Van,3500,2021,45000,Amsterdam,Brussels,179,Europe,Road,1823.03,241.79,73.04,2.24,2.31,4,False,on_time,Clear,-1.3,28.5,2026-04-12T12:00:00.938144,2026-04-12T12:18:00.938144,2026-04-12T14:14:24.938144,2026-04-12T14:18:24.938144,2026-04-12
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Pierre Martin,CE,15,4.8,France,TRK-003,Truck,25000,2015,280000,Berlin,Warsaw,845,Europe,Road,5699.93,1402.43,229.03,10.56,10.61,3,False,on_time,Clear,-8.7,92.9,2026-04-09T10:00:00.939020,2026-04-09T10:09:00.939020,2026-04-09T20:33:36.939020,2026-04-09T20:36:36.939020,2026-04-09
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Juan Garcia,CE,7,4.5,Spain,TRK-007,Truck,22000,2016,210000,Amsterdam,Brussels,179,Europe,Road,2468.69,276.58,51.61,2.24,3.04,48,True,delayed,Clear,-7.3,34.0,2026-04-09T10:00:00.939628,2026-04-09T10:01:00.939628,2026-04-09T12:14:24.939628,2026-04-09T13:02:24.939628,2026-04-09
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Klaus Weber,CE,12,4.9,Germany,VAN-004,Van,3000,2022,20000,Cairo,Dubai,2721,Middle East,Road,1724.84,3946.59,1205.43,34.01,34.98,58,True,delayed,Snow,4.0,84.0,2026-04-10T10:00:00.940676,2026-04-10T09:55:00.940676,2026-04-11T20:00:36.940676,2026-04-11T20:58:36.940676,2026-04-10
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Yusuf Al-Amin,C,4,4.0,UAE,TRK-005,Truck,18000,2019,120000,Cairo,Dubai,2721,Middle East,Road,7793.86,4113.42,862.12,34.01,34.36,21,False,on_time,Clear,14.5,81.5,2026-04-10T10:00:00.941354,2026-04-10T10:12:00.941354,2026-04-11T20:00:36.941354,2026-04-11T20:21:36.941354,2026-04-10
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Yusuf Al-Amin,C,4,4.0,UAE,VAN-008,Van,4000,2020,80000,Istanbul,Vienna,1611,Europe,Road,846.17,2959.68,552.69,20.14,20.21,4,True,delayed,Storm,3.9,61.8,2026-04-09T13:00:00.941986,2026-04-09T13:09:00.941986,2026-04-10T09:08:24.941986,2026-04-10T09:12:24.941986,2026-04-09
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,TRK-007,Truck,22000,2016,210000,Madrid,Lisbon,632,Europe,Road,8892.6,1246.36,197.99,7.9,8.13,14,True,delayed,Cloudy,-9.8,67.7,2026-04-09T13:00:00.942609,2026-04-09T13:16:00.942609,2026-04-09T20:54:00.942609,2026-04-09T21:08:00.942609,2026-04-09
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Ahmed Hassan,CE,8,4.7,Morocco,TRK-003,Truck,25000,2015,280000,Dubai,Cairo,2721,Middle East,Road,21727.84,4967.88,717.56,34.01,36.74,164,True,delayed,Clear,2.7,98.9,2026-04-08T06:00:00.943550,2026-04-08T06:06:00.943550,2026-04-09T16:00:36.943550,2026-04-09T18:44:36.943550,2026-04-08
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Pierre Martin,CE,15,4.8,France,VAN-004,Van,3000,2022,20000,Casablanca,Tunis,2003,Africa,Road,1226.97,3094.34,604.37,25.04,25.06,1,False,on_time,Clear,11.4,52.7,2026-04-11T13:00:00.944169,2026-04-11T12:56:00.944169,2026-04-12T14:02:24.944169,2026-04-12T14:03:24.944169,2026-04-11
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Juan Garcia,CE,7,4.5,Spain,VAN-002,Van,3500,2021,45000,London,Paris,402,Europe,Road,679.49,964.69,139.71,5.03,5.16,8,False,on_time,Fog,0.9,92.8,2026-04-11T13:00:00.944922,2026-04-11T13:00:00.944922,2026-04-11T18:01:48.944922,2026-04-11T18:09:48.944922,2026-04-11
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Marie Dupont,C,5,4.2,France,TRK-003,Truck,25000,2015,280000,Paris,Berlin,1292,Europe,Road,13906.77,3007.7,399.88,16.15,19.03,173,True,delayed,Rain,30.6,50.7,2026-04-10T11:00:00.945732,2026-04-10T10:57:00.945732,2026-04-11T03:09:00.945732,2026-04-11T06:02:00.945732,2026-04-10
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,TRK-007,Truck,22000,2016,210000,Madrid,Lisbon,632,Europe,Road,17767.6,899.32,215.22,7.9,7.97,4,False,on_time,Clear,25.2,70.5,2026-04-07T07:00:00.946425,2026-04-07T07:19:00.946425,2026-04-07T14:54:00.946425,2026-04-07T14:58:00.946425,2026-04-07
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Klaus Weber,CE,12,4.9,Germany,TRK-005,Truck,18000,2019,120000,London,Paris,402,Europe,Road,4990.22,551.15,124.54,5.03,5.35,19,False,on_time,Storm,6.0,52.9,2026-04-12T06:00:00.946987,2026-04-12T06:15:00.946987,2026-04-12T11:01:48.946987,2026-04-12T11:20:48.946987,2026-04-12
