company_name,industry,customer_country,customer_city,segment,contract_type,driver_name,license_type,experience_years,driver_rating,driver_country,plate_number,vehicle_type,capacity_kg,manufacture_year,mileage_km,origin_city,destination_city,distance_km,region,route_type,weight_kg,cost_usd,fuel_consumed_liters,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weather_condition,temperature_celsius,wind_speed_kmh,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,date
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,VAN-002,Van,3500,2021,45000,London,Paris,402,Europe,Road,943.28,587.09,140.55,5.03,5.56,32,True,delayed,Cloudy,12.3,18.5,2026-04-13T13:00:00.401779,2026-04-13T12:59:00.401779,2026-04-13T18:01:48.401779,2026-04-13T18:33:48.401779,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Yusuf Al-Amin,C,4,4.0,UAE,TRK-003,Truck,25000,2015,280000,Madrid,Lisbon,632,Europe,Road,2686.38,1406.45,195.41,7.9,8.12,13,False,on_time,Cloudy,13.9,24.1,2026-04-13T13:00:00.631432,2026-04-13T13:15:00.631432,2026-04-13T20:54:00.631432,2026-04-13T21:07:00.631432,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Klaus Weber,CE,12,4.9,Germany,VAN-004,Van,3000,2022,20000,Rome,Vienna,821,Europe,Road,2559.37,1635.71,287.03,10.26,11.64,83,True,delayed,Cloudy,18.6,24.1,2026-04-13T13:00:00.832161,2026-04-13T13:02:00.832161,2026-04-13T23:15:36.832161,2026-04-14T00:38:36.832161,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Sara Ali,B,3,3.8,Egypt,VAN-002,Van,3500,2021,45000,Istanbul,Vienna,1611,Europe,Road,1615.7,2438.95,441.88,20.14,20.32,11,False,on_time,Clear,13.8,18.5,2026-04-13T11:00:00.048080,2026-04-13T11:05:00.048080,2026-04-14T07:08:24.048080,2026-04-14T07:19:24.048080,2026-04-13
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Sara Ali,B,3,3.8,Egypt,VAN-002,Van,3500,2021,45000,Cairo,Dubai,2721,Middle East,Road,1189.39,3812.86,1205.22,34.01,34.43,25,False,on_time,Clear,26.3,11.1,2026-04-13T12:00:00.294424,2026-04-13T12:13:00.294424,2026-04-14T22:00:36.294424,2026-04-14T22:25:36.294424,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Ahmed Hassan,CE,8,4.7,Morocco,VAN-002,Van,3500,2021,45000,Casablanca,Tunis,2003,Africa,Road,437.53,4664.22,799.46,25.04,25.47,26,False,on_time,Cloudy,16.8,9.3,2026-04-13T11:00:00.506135,2026-04-13T11:02:00.506135,2026-04-14T12:02:24.506135,2026-04-14T12:28:24.506135,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Klaus Weber,CE,12,4.9,Germany,MCY-006,Motorcycle,500,2023,8000,Rome,Vienna,821,Europe,Road,293.31,2005.55,272.68,10.26,10.68,25,False,on_time,Cloudy,18.6,24.1,2026-04-13T11:00:00.871512,2026-04-13T11:06:00.871512,2026-04-13T21:15:36.871512,2026-04-13T21:40:36.871512,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,TRK-007,Truck,22000,2016,210000,Rome,Vienna,821,Europe,Road,235.45,1077.74,307.21,10.26,12.34,125,True,delayed,Cloudy,18.6,24.1,2026-04-13T11:00:00.068521,2026-04-13T11:15:00.068521,2026-04-13T21:15:36.068521,2026-04-13T23:20:36.068521,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Sara Ali,B,3,3.8,Egypt,VAN-002,Van,3500,2021,45000,Madrid,Lisbon,632,Europe,Road,1179.52,1527.9,254.02,7.9,9.37,88,True,delayed,Cloudy,13.9,24.1,2026-04-13T13:00:00.288638,2026-04-13T12:59:00.288638,2026-04-13T20:54:00.288638,2026-04-13T22:22:00.288638,2026-04-13
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Ahmed Hassan,CE,8,4.7,Morocco,MCY-006,Motorcycle,500,2023,8000,Berlin,Warsaw,845,Europe,Road,308.54,1380.39,265.71,10.56,10.94,23,False,on_time,Clear,14.5,29.0,2026-04-13T08:00:00.480647,2026-04-13T08:09:00.480647,2026-04-13T18:33:36.480647,2026-04-13T18:56:36.480647,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Ahmed Hassan,CE,8,4.7,Morocco,MCY-006,Motorcycle,500,2023,8000,Istanbul,Vienna,1611,Europe,Road,329.4,3719.27,682.91,20.14,20.47,20,True,delayed,Clear,13.8,18.5,2026-04-13T13:00:00.692934,2026-04-13T13:04:00.692934,2026-04-14T09:08:24.692934,2026-04-14T09:28:24.692934,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Marie Dupont,C,5,4.2,France,TRK-005,Truck,18000,2019,120000,Dubai,Cairo,2721,Middle East,Road,4384.96,4605.46,1194.17,34.01,33.91,-6,False,on_time,Cloudy,24.5,21.6,2026-04-13T11:00:00.900938,2026-04-13T11:07:00.900938,2026-04-14T21:00:36.900938,2026-04-14T20:54:36.900938,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Marie Dupont,C,5,4.2,France,TRK-001,Truck,20000,2018,150000,Rome,Vienna,821,Europe,Road,9713.2,1086.15,296.42,10.26,10.73,28,True,delayed,Cloudy,18.6,24.1,2026-04-13T12:00:00.202869,2026-04-13T12:07:00.202869,2026-04-13T22:15:36.202869,2026-04-13T22:43:36.202869,2026-04-13
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Amina Benali,C,2,3.5,Morocco,TRK-005,Truck,18000,2019,120000,London,Paris,402,Europe,Road,9530.91,609.05,121.39,5.03,5.0,-2,False,on_time,Cloudy,12.3,18.5,2026-04-13T07:00:00.391041,2026-04-13T07:17:00.391041,2026-04-13T12:01:48.391041,2026-04-13T11:59:48.391041,2026-04-13
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Ahmed Hassan,CE,8,4.7,Morocco,TRK-005,Truck,18000,2019,120000,Casablanca,Tunis,2003,Africa,Road,6602.45,4654.55,523.18,25.04,24.92,-7,False,on_time,Cloudy,16.8,9.3,2026-04-13T09:00:00.667354,2026-04-13T09:10:00.667354,2026-04-14T10:02:24.667354,2026-04-14T09:55:24.667354,2026-04-13
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Pierre Martin,CE,15,4.8,France,TRK-005,Truck,18000,2019,120000,Madrid,Lisbon,632,Europe,Road,12513.92,902.27,261.14,7.9,8.03,8,True,delayed,Cloudy,13.9,24.1,2026-04-13T09:00:00.840546,2026-04-13T09:02:00.840546,2026-04-13T16:54:00.840546,2026-04-13T17:02:00.840546,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,TRK-001,Truck,20000,2018,150000,Rome,Vienna,821,Europe,Road,13706.84,998.82,361.63,10.26,10.53,16,False,on_time,Cloudy,18.6,24.1,2026-04-13T09:00:00.023512,2026-04-13T08:59:00.023512,2026-04-13T19:15:36.023512,2026-04-13T19:31:36.023512,2026-04-13
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Yusuf Al-Amin,C,4,4.0,UAE,VAN-002,Van,3500,2021,45000,Berlin,Warsaw,845,Europe,Road,849.94,1396.37,309.89,10.56,11.44,53,True,delayed,Clear,14.5,29.0,2026-04-13T10:00:00.223253,2026-04-13T10:02:00.223253,2026-04-13T20:33:36.223253,2026-04-13T21:26:36.223253,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Juan Garcia,CE,7,4.5,Spain,TRK-007,Truck,22000,2016,210000,London,Paris,402,Europe,Road,2639.91,721.8,103.81,5.03,4.86,-10,False,on_time,Cloudy,12.3,18.5,2026-04-13T08:00:00.426579,2026-04-13T08:18:00.426579,2026-04-13T13:01:48.426579,2026-04-13T12:51:48.426579,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Klaus Weber,CE,12,4.9,Germany,MCY-006,Motorcycle,500,2023,8000,Rome,Vienna,821,Europe,Road,139.28,1958.31,295.69,10.26,11.33,64,True,delayed,Cloudy,18.6,24.1,2026-04-13T06:00:00.655440,2026-04-13T06:18:00.655440,2026-04-13T16:15:36.655440,2026-04-13T17:19:36.655440,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Pierre Martin,CE,15,4.8,France,TRK-003,Truck,25000,2015,280000,Cairo,Dubai,2721,Middle East,Road,1932.34,6427.66,827.18,34.01,34.43,25,False,on_time,Clear,26.3,11.1,2026-04-13T06:00:00.907753,2026-04-13T05:59:00.907753,2026-04-14T16:00:36.907753,2026-04-14T16:25:36.907753,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Klaus Weber,CE,12,4.9,Germany,TRK-007,Truck,22000,2016,210000,Berlin,Warsaw,845,Europe,Road,17009.04,2079.1,217.53,10.56,10.63,4,False,on_time,Clear,14.5,29.0,2026-04-13T07:00:00.176888,2026-04-13T07:16:00.176888,2026-04-13T17:33:36.176888,2026-04-13T17:37:36.176888,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Juan Garcia,CE,7,4.5,Spain,VAN-004,Van,3000,2022,20000,Berlin,Warsaw,845,Europe,Road,2627.67,1171.84,335.5,10.56,10.98,25,True,delayed,Clear,14.5,29.0,2026-04-13T06:00:00.416501,2026-04-13T06:00:00.416501,2026-04-13T16:33:36.416501,2026-04-13T16:58:36.416501,2026-04-13
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Marie Dupont,C,5,4.2,France,TRK-001,Truck,20000,2018,150000,Amsterdam,Brussels,179,Europe,Road,9334.76,245.27,46.27,2.24,2.26,1,False,on_time,Cloudy,13.2,9.3,2026-04-13T13:00:00.713164,2026-04-13T13:00:00.713164,2026-04-13T15:14:24.713164,2026-04-13T15:15:24.713164,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Sara Ali,B,3,3.8,Egypt,TRK-001,Truck,20000,2018,150000,London,Paris,402,Europe,Road,2317.99,526.28,112.0,5.03,5.33,18,False,on_time,Cloudy,12.3,18.5,2026-04-13T10:00:00.935180,2026-04-13T10:08:00.935180,2026-04-13T15:01:48.935180,2026-04-13T15:19:48.935180,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Klaus Weber,CE,12,4.9,Germany,MCY-006,Motorcycle,500,2023,8000,Amsterdam,Brussels,179,Europe,Road,242.04,239.5,57.03,2.24,2.66,25,False,on_time,Cloudy,13.2,9.3,2026-04-13T11:00:00.347213,2026-04-13T11:18:00.347213,2026-04-13T13:14:24.347213,2026-04-13T13:39:24.347213,2026-04-13
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Pierre Martin,CE,15,4.8,France,TRK-005,Truck,18000,2019,120000,Amsterdam,Brussels,179,Europe,Road,5151.52,341.07,49.72,2.24,3.59,81,True,delayed,Cloudy,13.2,9.3,2026-04-13T09:00:00.654073,2026-04-13T09:18:00.654073,2026-04-13T11:14:24.654073,2026-04-13T12:35:24.654073,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,TRK-003,Truck,25000,2015,280000,Casablanca,Tunis,2003,Africa,Road,13539.01,2750.95,717.37,25.04,25.04,0,False,on_time,Cloudy,16.8,9.3,2026-04-13T06:00:00.891597,2026-04-13T06:11:00.891597,2026-04-14T07:02:24.891597,2026-04-14T07:02:24.891597,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Pierre Martin,CE,15,4.8,France,MCY-006,Motorcycle,500,2023,8000,Dubai,Cairo,2721,Middle East,Road,335.91,3281.56,1111.61,34.01,34.08,4,False,on_time,Cloudy,24.5,21.6,2026-04-13T11:00:00.120427,2026-04-13T11:16:00.120427,2026-04-14T21:00:36.120427,2026-04-14T21:04:36.120427,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Pierre Martin,CE,15,4.8,France,TRK-005,Truck,18000,2019,120000,Cairo,Dubai,2721,Middle East,Road,4521.28,4146.55,1154.96,34.01,34.21,12,False,on_time,Clear,26.3,11.1,2026-04-13T13:00:00.320992,2026-04-13T13:18:00.320992,2026-04-14T23:00:36.320992,2026-04-14T23:12:36.320992,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Marie Dupont,C,5,4.2,France,VAN-002,Van,3500,2021,45000,Casablanca,Tunis,2003,Africa,Road,1339.43,2902.68,801.11,25.04,25.22,11,False,on_time,Cloudy,16.8,9.3,2026-04-13T13:00:00.523169,2026-04-13T13:19:00.523169,2026-04-14T14:02:24.523169,2026-04-14T14:13:24.523169,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Pierre Martin,CE,15,4.8,France,TRK-005,Truck,18000,2019,120000,Berlin,Warsaw,845,Europe,Road,1831.03,2105.35,366.47,10.56,10.59,2,True,delayed,Clear,14.5,29.0,2026-04-13T06:00:00.826122,2026-04-13T06:02:00.826122,2026-04-13T16:33:36.826122,2026-04-13T16:35:36.826122,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,TRK-001,Truck,20000,2018,150000,Berlin,Warsaw,845,Europe,Road,5308.89,2087.05,349.41,10.56,11.03,28,False,on_time,Clear,14.5,29.0,2026-04-13T13:00:00.016812,2026-04-13T13:01:00.016812,2026-04-13T23:33:36.016812,2026-04-14T00:01:36.016812,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Pierre Martin,CE,15,4.8,France,VAN-002,Van,3500,2021,45000,Amsterdam,Brussels,179,Europe,Road,1503.83,325.57,74.19,2.24,2.56,19,False,on_time,Cloudy,13.2,9.3,2026-04-13T06:00:00.226069,2026-04-13T06:10:00.226069,2026-04-13T08:14:24.226069,2026-04-13T08:33:24.226069,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,VAN-002,Van,3500,2021,45000,Dubai,Cairo,2721,Middle East,Road,1331.05,5528.76,969.19,34.01,34.08,4,False,on_time,Cloudy,24.5,21.6,2026-04-13T09:00:00.409721,2026-04-13T09:15:00.409721,2026-04-14T19:00:36.409721,2026-04-14T19:04:36.409721,2026-04-13
GreenMove GmbH,Energy,Germany,Berlin,SME,Annual,Klaus Weber,CE,12,4.9,Germany,MCY-006,Motorcycle,500,2023,8000,Berlin,Warsaw,845,Europe,Road,239.15,1434.4,339.84,10.56,10.54,-1,False,on_time,Clear,14.5,29.0,2026-04-13T13:00:00.644437,2026-04-13T13:14:00.644437,2026-04-13T23:33:36.644437,2026-04-13T23:32:36.644437,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Ahmed Hassan,CE,8,4.7,Morocco,VAN-004,Van,3000,2022,20000,Amsterdam,Brussels,179,Europe,Road,420.15,246.17,46.15,2.24,2.42,11,False,on_time,Cloudy,13.2,9.3,2026-04-13T07:00:00.881810,2026-04-13T07:07:00.881810,2026-04-13T09:14:24.881810,2026-04-13T09:25:24.881810,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Marie Dupont,C,5,4.2,France,VAN-008,Van,4000,2020,80000,Cairo,Dubai,2721,Middle East,Road,1363.12,3657.32,776.71,34.01,34.24,14,False,on_time,Clear,26.3,11.1,2026-04-13T10:00:00.104617,2026-04-13T10:08:00.104617,2026-04-14T20:00:36.104617,2026-04-14T20:14:36.104617,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,VAN-002,Van,3500,2021,45000,Casablanca,Tunis,2003,Africa,Road,551.9,2574.73,535.55,25.04,25.72,41,True,delayed,Cloudy,16.8,9.3,2026-04-13T06:00:00.350553,2026-04-13T06:14:00.350553,2026-04-14T07:02:24.350553,2026-04-14T07:43:24.350553,2026-04-13
Zara Group,Fashion,Spain,Madrid,Enterprise,Monthly,Klaus Weber,CE,12,4.9,Germany,TRK-001,Truck,20000,2018,150000,Casablanca,Tunis,2003,Africa,Road,3751.97,4541.86,522.58,25.04,26.72,101,True,delayed,Cloudy,16.8,9.3,2026-04-13T08:00:00.553844,2026-04-13T08:16:00.553844,2026-04-14T09:02:24.553844,2026-04-14T10:43:24.553844,2026-04-13
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Pierre Martin,CE,15,4.8,France,VAN-004,Van,3000,2022,20000,London,Paris,402,Europe,Road,1870.65,827.09,173.51,5.03,4.95,-5,False,on_time,Cloudy,12.3,18.5,2026-04-13T07:00:00.743167,2026-04-13T07:14:00.743167,2026-04-13T12:01:48.743167,2026-04-13T11:56:48.743167,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Klaus Weber,CE,12,4.9,Germany,VAN-002,Van,3500,2021,45000,Casablanca,Tunis,2003,Africa,Road,2514.89,4856.69,866.7,25.04,25.62,35,True,delayed,Cloudy,16.8,9.3,2026-04-13T08:00:00.024844,2026-04-13T07:58:00.024844,2026-04-14T09:02:24.024844,2026-04-14T09:37:24.024844,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Yusuf Al-Amin,C,4,4.0,UAE,MCY-006,Motorcycle,500,2023,8000,Amsterdam,Brussels,179,Europe,Road,245.43,307.73,48.7,2.24,2.61,22,False,on_time,Cloudy,13.2,9.3,2026-04-13T12:00:00.336839,2026-04-13T12:08:00.336839,2026-04-13T14:14:24.336839,2026-04-13T14:36:24.336839,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Pierre Martin,CE,15,4.8,France,VAN-008,Van,4000,2020,80000,Casablanca,Tunis,2003,Africa,Road,3198.62,5005.14,711.77,25.04,25.61,34,True,delayed,Cloudy,16.8,9.3,2026-04-13T06:00:00.593834,2026-04-13T05:57:00.593834,2026-04-14T07:02:24.593834,2026-04-14T07:36:24.593834,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,TRK-001,Truck,20000,2018,150000,Madrid,Lisbon,632,Europe,Road,6021.69,1094.64,213.54,7.9,8.78,53,True,delayed,Cloudy,13.9,24.1,2026-04-13T11:00:00.796720,2026-04-13T11:03:00.796720,2026-04-13T18:54:00.796720,2026-04-13T19:47:00.796720,2026-04-13
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,VAN-008,Van,4000,2020,80000,Istanbul,Vienna,1611,Europe,Road,197.77,2231.79,473.56,20.14,20.39,15,False,on_time,Clear,13.8,18.5,2026-04-13T07:00:00.066993,2026-04-13T07:12:00.066993,2026-04-14T03:08:24.066993,2026-04-14T03:23:24.066993,2026-04-13
BlueStar Ltd,Retail,UAE,Dubai,Startup,Spot,Klaus Weber,CE,12,4.9,Germany,VAN-008,Van,4000,2020,80000,Madrid,Lisbon,632,Europe,Road,298.69,1326.96,276.69,7.9,8.33,26,True,delayed,Cloudy,13.9,24.1,2026-04-13T12:00:00.382885,2026-04-13T12:14:00.382885,2026-04-13T19:54:00.382885,2026-04-13T20:20:00.382885,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Pierre Martin,CE,15,4.8,France,TRK-001,Truck,20000,2018,150000,Rome,Vienna,821,Europe,Road,13661.04,1472.36,213.91,10.26,10.26,0,True,delayed,Cloudy,18.6,24.1,2026-04-13T10:00:00.625185,2026-04-13T10:10:00.625185,2026-04-13T20:15:36.625185,2026-04-13T20:15:36.625185,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,VAN-002,Van,3500,2021,45000,Cairo,Dubai,2721,Middle East,Road,1811.65,5350.56,1040.35,34.01,35.49,89,True,delayed,Clear,26.3,11.1,2026-04-13T13:00:00.867566,2026-04-13T13:11:00.867566,2026-04-14T23:00:36.867566,2026-04-15T00:29:36.867566,2026-04-13
Siemens AG,Tech,Germany,Berlin,Enterprise,Annual,Yusuf Al-Amin,C,4,4.0,UAE,TRK-001,Truck,20000,2018,150000,Berlin,Warsaw,845,Europe,Road,16192.46,1245.8,230.68,10.56,11.03,28,False,on_time,Clear,14.5,29.0,2026-04-13T09:00:00.082334,2026-04-13T09:00:00.082334,2026-04-13T19:33:36.082334,2026-04-13T20:01:36.082334,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Sara Ali,B,3,3.8,Egypt,TRK-003,Truck,25000,2015,280000,London,Paris,402,Europe,Road,21986.47,713.7,145.7,5.03,5.31,17,False,on_time,Cloudy,12.3,18.5,2026-04-13T09:00:00.391287,2026-04-13T08:57:00.391287,2026-04-13T14:01:48.391287,2026-04-13T14:18:48.391287,2026-04-13
MedEx Corp,Medical,France,Paris,Enterprise,Annual,Yusuf Al-Amin,C,4,4.0,UAE,VAN-002,Van,3500,2021,45000,Cairo,Dubai,2721,Middle East,Road,463.7,3558.49,954.65,34.01,34.31,18,False,on_time,Clear,26.3,11.1,2026-04-13T11:00:00.599192,2026-04-13T11:16:00.599192,2026-04-14T21:00:36.599192,2026-04-14T21:18:36.599192,2026-04-13
Carrefour SA,Retail,France,Paris,Enterprise,Annual,Yusuf Al-Amin,C,4,4.0,UAE,TRK-005,Truck,18000,2019,120000,Cairo,Dubai,2721,Middle East,Road,13686.71,6393.92,681.77,34.01,34.38,22,False,on_time,Clear,26.3,11.1,2026-04-13T13:00:00.881493,2026-04-13T13:11:00.881493,2026-04-14T23:00:36.881493,2026-04-14T23:22:36.881493,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Marie Dupont,C,5,4.2,France,TRK-005,Truck,18000,2019,120000,Casablanca,Tunis,2003,Africa,Road,7258.28,2795.18,598.51,25.04,25.49,27,False,on_time,Cloudy,16.8,9.3,2026-04-13T12:00:00.111470,2026-04-13T12:18:00.111470,2026-04-14T13:02:24.111470,2026-04-14T13:29:24.111470,2026-04-13
NovaTech,Tech,Morocco,Casablanca,SME,Monthly,Marie Dupont,C,5,4.2,France,TRK-001,Truck,20000,2018,150000,Cairo,Dubai,2721,Middle East,Road,9004.7,3681.1,742.62,34.01,34.08,4,False,on_time,Clear,26.3,11.1,2026-04-13T11:00:00.322978,2026-04-13T11:19:00.322978,2026-04-14T21:00:36.322978,2026-04-14T21:04:36.322978,2026-04-13
AlphaLogistics,Logistics,Egypt,Cairo,SME,Spot,Amina Benali,C,2,3.5,Morocco,TRK-005,Truck,18000,2019,120000,Berlin,Warsaw,845,Europe,Road,6346.79,1583.28,376.98,10.56,10.99,26,True,delayed,Clear,14.5,29.0,2026-04-13T08:00:00.571894,2026-04-13T08:13:00.571894,2026-04-13T18:33:36.571894,2026-04-13T18:59:36.571894,2026-04-13
